activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,17,entropy,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,4,constant,21,auto,14,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9816849816849816
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,12,invscaling,89,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9761904761904762
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9743589743589743
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9743589743589743
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9725274725274725
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,ball_tree,17,entropy,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9816849816849816
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,4,constant,21,auto,14,37,randomForestClassifier,3,4,sgd,distance,0.9816849816849816
relu,ball_tree,17,entropy,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,4,4,sgd,distance,0.9835164835164835
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,3,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
relu,kd_tree,24,entropy,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,12,invscaling,89,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.967032967032967
relu,ball_tree,18,entropy,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9798534798534798
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.9761904761904762
relu,ball_tree,18,entropy,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,12,invscaling,67,sqrt,10,12,randomForestClassifier,4,3,adam,uniform,0.978021978021978
relu,kd_tree,17,entropy,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,4,constant,21,auto,16,37,randomForestClassifier,3,4,sgd,distance,0.9835164835164835
